zone_id,date,event_count,event_type
Z112,2025-01-19,7.0,N
Z112,2025-01-20,6.0,C
Z112,2025-01-21,9.0,S
Z112,2025-01-22,7.0,C
Z112,2025-01-23,2.0,N
Z112,2025-01-24,4.0,N
Z112,2025-01-25,6.0,N
Z112,2025-01-26,,N
Z112,2025-01-27,,N
Z112,2025-01-28,2.0,S
Z112,2025-01-29,6.0,N
Z112,2025-01-30,6.0,C
Z112,2025-01-31,2.0,S
Z112,2025-02-01,4.0,N
Z112,2025-02-02,5.0,N
Z112,2025-02-03,0.0,C
Z112,2025-02-04,0.0,N
Z112,2025-02-05,3.0,C
Z112,2025-02-06,9.0,n
Z112,2025-02-07,6.0,N
Z112,2025-02-08,6.0,N
Z112,2025-02-09,7.0,N
Z112,2025-02-10,5.0,N
Z112,2025-02-11,6.0,
Z112,2025-02-12,5.0,N
Z112,2025-02-13,4.0,N
Z112,2025-02-14,9.0,N
Z112,2025-02-15,5.0,C
Z112,2025-02-16,9.0,N
Z112,2025-02-17,3.0,n
Z112,2025-02-18,6.0,N
Z112,2025-02-19,7.0,N
Z112,2025-02-20,7.0,S
Z112,2025-02-21,3.0,C
Z112,2025-02-22,2.0,N
Z112,2025-02-23,6.0,N
Z112,2025-02-24,6.0,N
Z112,2025-02-25,2.0,N
Z112,2025-02-26,0.0,N
Z112,2025-02-27,2.0,
Z112,2025-02-28,2.0,N
Z112,2025-03-01,5.0,
Z112,2025-03-02,1.0,N
Z112,2025-03-03,3.0,
Z112,2025-03-04,4.0,N
Z112,2025-03-05,5.0,N
Z112,2025-03-06,9.0,N
Z112,2025-03-07,8.0,N
Z112,2025-03-08,9.0,
Z112,2025-03-09,4.0,
Z112,2025-03-10,1.0,N
Z112,2025-03-11,6.0,N
Z112,2025-03-12,9.0,
Z112,2025-03-13,0.0,N
Z112,2025-03-14,7.0,C
Z112,2025-03-15,6.0,C
Z112,2025-03-16,7.0,N
Z112,2025-03-17,0.0,N
Z112,2025-03-18,5.0,S
Z112,2025-03-19,4.0,N
Z112,2025-03-20,1.0,N
Z112,2025-03-21,7.0,S
Z112,2025-03-22,9.0,S
Z112,2025-03-23,1.0,N
Z112,2025-03-24,1.0,
Z112,2025-03-25,8.0,N
Z112,2025-03-26,5.0,N
Z112,2025-03-27,2.0,N
Z112,2025-03-28,,N
Z112,2025-03-29,,N
Z112,2025-03-30,7.0,C
Z112,2025-03-31,3.0,N
Z113,2025-01-01,9.0,N
Z113,2025-01-02,1.0,N
Z113,2025-01-03,4.0,C
Z113,2025-01-04,2.0,N
Z113,2025-01-05,8.0,
Z113,2025-01-06,7.0,N
Z113,2025-01-07,5.0,C
Z113,2025-01-08,5.0,N
Z113,2025-01-09,8.0,N
Z113,2025-01-10,1.0,C
Z113,2025-01-11,6.0,
Z113,2025-01-12,2.0,N
Z113,2025-01-13,2.0,
Z113,2025-01-14,,C
Z113,2025-01-15,4.0,S
Z113,2025-01-16,4.0,N
Z113,2025-01-17,,N
Z113,2025-01-18,0.0,N
Z113,2025-01-19,9.0,C
Z113,2025-01-20,5.0,S
Z113,2025-01-21,,N
Z113,2025-01-22,1.0,N
Z113,2025-01-23,8.0,c
Z113,2025-01-24,0.0,N
Z113,2025-01-25,1.0,N
Z113,2025-01-26,9.0,N
Z113,2025-01-27,8.0,
Z113,2025-01-28,3.0,S
Z113,2025-01-29,3.0,
Z113,2025-01-30,9.0,N
Z113,2025-01-31,8.0,N
Z113,2025-02-01,4.0,N
Z113,2025-02-02,3.0,C
Z113,2025-02-03,,N
Z113,2025-02-04,3.0,N
Z113,2025-02-05,3.0,N
Z113,2025-02-06,6.0,N
Z113,2025-02-07,9.0,N
Z113,2025-02-08,9.0,C
Z113,2025-02-09,0.0,N
Z113,2025-02-10,2.0,S
Z113,2025-02-11,9.0,N
Z113,2025-02-12,3.0,N
Z113,2025-02-13,7.0,C
Z113,2025-02-14,8.0,C
Z113,2025-02-15,0.0,C
Z113,2025-02-16,2.0,C
Z113,2025-02-17,2.0,N
Z113,2025-02-18,7.0,S
Z113,2025-02-19,4.0,N
Z113,2025-02-20,4.0,C
Z113,2025-02-21,7.0,N
Z113,2025-02-22,5.0,C
Z113,2025-02-23,5.0,N
Z113,2025-02-24,6.0,S
Z113,2025-02-25,9.0,N
Z113,2025-02-26,0.0,N
Z113,2025-02-27,8.0,N
Z113,2025-02-28,4.0,N
Z113,2025-03-01,7.0,N
Z113,2025-03-02,9.0,C
Z113,2025-03-03,5.0,C
Z113,2025-03-04,5.0,N
Z113,2025-03-05,3.0,N
Z113,2025-03-06,2.0,N
Z113,2025-03-07,1.0,C
Z113,2025-03-08,9.0,N
Z113,2025-03-09,3.0,N
Z113,2025-03-10,0.0,N
Z113,2025-03-11,5.0,N
Z113,2025-03-12,6.0,N
Z113,2025-03-13,4.0,C
Z113,2025-03-14,9.0,N
Z113,2025-03-15,9.0,N
Z113,2025-03-16,9.0,N
Z113,2025-03-17,0.0,N
Z113,2025-03-18,2.0,N
Z113,2025-03-19,5.0,C
Z113,2025-03-20,6.0,N
Z113,2025-03-21,8.0,N
Z113,2025-03-22,1.0,C
Z113,2025-03-23,2.0,C
Z113,2025-03-24,3.0,N
Z113,2025-03-25,4.0,C
Z113,2025-03-26,6.0,N
Z113,2025-03-27,5.0,N
Z113,2025-03-28,4.0,N
Z113,2025-03-29,5.0,N
Z113,2025-03-30,0.0,N
Z113,2025-03-31,7.0,n
Z114,2025-01-01,6.0,C
Z114,2025-01-02,2.0,N
Z114,2025-01-03,1.0,N
Z114,2025-01-04,8.0,S
Z114,2025-01-05,4.0,S
Z114,2025-01-06,8.0,S
Z114,2025-01-07,,N
Z114,2025-01-08,,N
Z114,2025-01-09,2.0,
Z114,2025-01-10,,
Z114,2025-01-11,2.0,N
Z114,2025-01-12,6.0,N
Z114,2025-01-13,2.0,N
Z114,2025-01-14,,N
Z114,2025-01-15,2.0,N
Z114,2025-01-16,4.0,C
Z114,2025-01-17,9.0,N
Z114,2025-01-18,7.0,N
Z114,2025-01-19,6.0,N
Z114,2025-01-20,9.0,
Z114,2025-01-21,0.0,N
Z114,2025-01-22,1.0,S
Z114,2025-01-23,8.0,S
Z114,2025-01-24,9.0,S
Z114,2025-01-25,7.0,N
Z114,2025-01-26,1.0,N
Z114,2025-01-27,2.0,S
Z114,2025-01-28,7.0,N
Z114,2025-01-29,3.0,N
Z114,2025-01-30,1.0,N
Z114,2025-01-31,3.0,N
Z114,2025-02-01,5.0,N
Z114,2025-02-02,7.0,N
Z114,2025-02-03,2.0,N
Z114,2025-02-04,4.0,N
Z114,2025-02-05,,n
Z114,2025-02-06,7.0,C
Z114,2025-02-07,7.0,C
Z114,2025-02-08,5.0,S
Z114,2025-02-09,9.0,N
Z114,2025-02-10,0.0,C
Z114,2025-02-11,,
Z114,2025-02-12,6.0,N
Z114,2025-02-13,7.0,N
Z114,2025-02-14,2.0,S
Z114,2025-02-15,5.0,
Z114,2025-02-16,1.0,N
Z114,2025-02-17,0.0,N
Z114,2025-02-18,8.0,C
Z114,2025-02-19,8.0,C
Z114,2025-02-20,4.0,N
Z114,2025-02-21,0.0,N
Z114,2025-02-22,1.0,N
Z114,2025-02-23,0.0,N
Z114,2025-02-24,5.0,N
Z114,2025-02-25,1.0,N
Z114,2025-02-26,0.0,N
Z114,2025-02-27,9.0,N
Z114,2025-02-28,5.0,S
Z114,2025-03-01,1.0,N
Z114,2025-03-02,8.0,N
Z114,2025-03-03,9.0,
Z114,2025-03-04,2.0,S
Z114,2025-03-05,9.0,N
Z114,2025-03-06,,
Z114,2025-03-07,8.0,N
Z114,2025-03-08,9.0,C
Z114,2025-03-09,4.0,N
Z114,2025-03-10,5.0,N
Z114,2025-03-11,9.0,N
Z114,2025-03-12,4.0,C
Z114,2025-03-13,5.0,N
Z114,2025-03-14,1.0,C
Z114,2025-03-15,8.0,N
Z114,2025-03-16,6.0,N
Z114,2025-03-17,5.0,N
Z114,2025-03-18,3.0,N
Z114,2025-03-19,9.0,C
Z114,2025-03-20,8.0,N
Z114,2025-03-21,6.0,N
Z114,2025-03-22,3.0,N
Z114,2025-03-23,2.0,N
Z114,2025-03-24,9.0,N
Z114,2025-03-25,7.0,N
Z114,2025-03-26,5.0,C
Z114,2025-03-27,1.0,N
Z114,2025-03-28,6.0,N
Z114,2025-03-29,7.0,S
Z114,2025-03-30,4.0,
Z114,2025-03-31,,N
Z115,2025-01-01,7.0,S
Z115,2025-01-02,1.0,C
Z115,2025-01-03,,
Z115,2025-01-04,5.0,N
Z115,2025-01-05,6.0,N
Z115,2025-01-06,,S
Z115,2025-01-07,8.0,S
Z115,2025-01-08,4.0,N
Z115,2025-01-09,0.0,N
Z115,2025-01-10,9.0,C
Z115,2025-01-11,1.0,N
Z115,2025-01-12,7.0,N
Z115,2025-01-13,0.0,C
Z115,2025-01-14,,N
Z115,2025-01-15,,N
Z115,2025-01-16,9.0,S
Z115,2025-01-17,2.0,N
Z115,2025-01-18,3.0,C
Z115,2025-01-19,9.0,N
Z115,2025-01-20,4.0,N
Z115,2025-01-21,,N
Z115,2025-01-22,4.0,N
Z115,2025-01-23,2.0,N
Z115,2025-01-24,0.0,N
Z115,2025-01-25,6.0,N
Z115,2025-01-26,3.0,C
Z115,2025-01-27,7.0,N
Z115,2025-01-28,3.0,n
Z115,2025-01-29,6.0,N
Z115,2025-01-30,2.0,N
Z115,2025-01-31,,N
Z115,2025-02-01,2.0,N
Z115,2025-02-02,6.0,N
Z115,2025-02-03,2.0,C
Z115,2025-02-04,9.0,N
Z115,2025-02-05,7.0,
Z115,2025-02-06,7.0,
Z115,2025-02-07,0.0,N
Z115,2025-02-08,6.0,N
Z115,2025-02-09,7.0,
Z115,2025-02-10,8.0,C
Z115,2025-02-11,7.0,C
Z115,2025-02-12,9.0,N
Z115,2025-02-13,5.0,N
Z115,2025-02-14,7.0,N
Z115,2025-02-15,2.0,N
Z115,2025-02-16,1.0,N
Z115,2025-02-17,0.0,S
Z115,2025-02-18,7.0,N
Z115,2025-02-19,6.0,N
Z115,2025-02-20,5.0,N
Z115,2025-02-21,2.0,N
Z115,2025-02-22,5.0,N
Z115,2025-02-23,4.0,N
Z115,2025-02-24,4.0,S
Z115,2025-02-25,3.0,N
Z115,2025-02-26,4.0,N
Z115,2025-02-27,4.0,N
Z115,2025-02-28,4.0,C
Z115,2025-03-01,9.0,N
Z115,2025-03-02,9.0,N
Z115,2025-03-03,7.0,C
Z115,2025-03-04,1.0,N
Z115,2025-03-05,1.0,N
Z115,2025-03-06,5.0,S
Z115,2025-03-07,2.0,N
Z115,2025-03-08,9.0,N
Z115,2025-03-09,9.0,N
Z115,2025-03-10,9.0,S
Z115,2025-03-11,9.0,N
Z115,2025-03-12,3.0,n
Z115,2025-03-13,2.0,N
Z115,2025-03-14,3.0,N
Z115,2025-03-15,1.0,N
Z115,2025-03-16,8.0,S
Z115,2025-03-17,2.0,N
Z115,2025-03-18,6.0,c
Z115,2025-03-19,8.0,C
Z115,2025-03-20,8.0,N
Z115,2025-03-21,5.0,C
Z115,2025-03-22,0.0,C
Z115,2025-03-23,9.0,C
Z115,2025-03-24,1.0,N
Z115,2025-03-25,8.0,C
Z115,2025-03-26,4.0,C
Z115,2025-03-27,9.0,N
Z115,2025-03-28,1.0,N
Z115,2025-03-29,5.0,
Z115,2025-03-30,6.0,N
Z115,2025-03-31,9.0,
Z116,2025-01-01,9.0,N
Z116,2025-01-02,9.0,N
Z116,2025-01-03,5.0,N
Z116,2025-01-04,0.0,N
Z116,2025-01-05,0.0,N
Z116,2025-01-06,1.0,N
Z116,2025-01-07,8.0,N
Z116,2025-01-08,0.0,N
Z116,2025-01-09,8.0,C
Z116,2025-01-10,5.0,N
Z116,2025-01-11,1.0,C
Z116,2025-01-12,9.0,
Z116,2025-01-13,2.0,C
Z116,2025-01-14,8.0,N
Z116,2025-01-15,9.0,
Z116,2025-01-16,,C
Z116,2025-01-17,4.0,S
Z116,2025-01-18,7.0,S
Z116,2025-01-19,9.0,C
Z116,2025-01-20,,N
Z116,2025-01-21,7.0,N
Z116,2025-01-22,5.0,N
Z116,2025-01-23,3.0,S
Z116,2025-01-24,7.0,N
Z116,2025-01-25,8.0,N
Z116,2025-01-26,4.0,N
Z116,2025-01-27,2.0,N
Z116,2025-01-28,0.0,N
Z116,2025-01-29,1.0,N
Z116,2025-01-30,0.0,N
Z116,2025-01-31,9.0,N
Z116,2025-02-01,8.0,S
Z116,2025-02-02,6.0,S
Z116,2025-02-03,9.0,N
Z116,2025-02-04,1.0,N
Z116,2025-02-05,2.0,C
Z116,2025-02-06,2.0,N
Z116,2025-02-07,0.0,S
Z116,2025-02-08,2.0,N
Z116,2025-02-09,0.0,N
Z116,2025-02-10,2.0,N
Z116,2025-02-11,2.0,N
Z116,2025-02-12,4.0,N
Z116,2025-02-13,,N
Z116,2025-02-14,9.0,N
Z116,2025-02-15,2.0,N
Z116,2025-02-16,0.0,C
Z116,2025-02-17,8.0,N
Z116,2025-02-18,0.0,N
Z116,2025-02-19,6.0,N
Z116,2025-02-20,6.0,N
Z116,2025-02-21,7.0,
Z116,2025-02-22,6.0,N
Z116,2025-02-23,9.0,C
Z116,2025-02-24,5.0,N
Z116,2025-02-25,7.0,
Z116,2025-02-26,9.0,N
Z116,2025-02-27,3.0,N
Z116,2025-02-28,3.0,N
Z116,2025-03-01,2.0,N
Z116,2025-03-02,7.0,N
Z116,2025-03-03,5.0,N
Z116,2025-03-04,7.0,S
Z116,2025-03-05,7.0,N
Z116,2025-03-06,6.0,
Z116,2025-03-07,2.0,S
Z116,2025-03-08,4.0,N
Z116,2025-03-09,1.0,N
Z116,2025-03-10,0.0,N
Z116,2025-03-11,2.0,C
Z116,2025-03-12,3.0,N
Z116,2025-03-13,3.0,C
Z116,2025-03-14,,N
Z116,2025-03-15,2.0,C
Z116,2025-03-16,7.0,N
Z116,2025-03-17,8.0,N
Z116,2025-03-18,1.0,S
Z116,2025-03-19,5.0,
Z116,2025-03-20,,C
Z116,2025-03-21,3.0,N
Z116,2025-03-22,8.0,N
Z116,2025-03-23,0.0,N
Z116,2025-03-24,2.0,C
Z116,2025-03-25,6.0,N
Z116,2025-03-26,7.0,C
Z116,2025-03-27,6.0,N
Z116,2025-03-28,6.0,
Z116,2025-03-29,5.0,
Z116,2025-03-30,6.0,N
Z116,2025-03-31,6.0,N
Z117,2025-01-01,8.0,C
Z117,2025-01-02,8.0,N
Z117,2025-01-03,9.0,N
Z117,2025-01-04,9.0,N
Z117,2025-01-05,9.0,s
Z117,2025-01-06,7.0,N
Z117,2025-01-07,8.0,C
Z117,2025-01-08,,
Z117,2025-01-09,3.0,N
Z117,2025-01-10,8.0,N
Z117,2025-01-11,1.0,n
Z117,2025-01-12,7.0,C
Z117,2025-01-13,1.0,C
Z117,2025-01-14,6.0,S
Z117,2025-01-15,8.0,N
Z117,2025-01-16,9.0,
Z117,2025-01-17,3.0,N
Z117,2025-01-18,7.0,N
Z117,2025-01-19,6.0,C
Z117,2025-01-20,9.0,N
Z117,2025-01-21,2.0,
Z117,2025-01-22,0.0,N
Z117,2025-01-23,7.0,N
Z117,2025-01-24,,N
Z117,2025-01-25,4.0,N
Z117,2025-01-26,3.0,S
Z117,2025-01-27,1.0,N
Z117,2025-01-28,0.0,N
Z117,2025-01-29,3.0,S
Z117,2025-01-30,7.0,N
Z117,2025-01-31,8.0,N
Z117,2025-02-01,0.0,C
Z117,2025-02-02,3.0,C
Z117,2025-02-03,4.0,C
Z117,2025-02-04,1.0,N
Z117,2025-02-05,1.0,N
Z117,2025-02-06,2.0,N
Z117,2025-02-07,0.0,N
Z117,2025-02-08,7.0,N
Z117,2025-02-09,0.0,N
Z117,2025-02-10,3.0,
Z117,2025-02-11,6.0,C
Z117,2025-02-12,2.0,N
Z117,2025-02-13,8.0,N
Z117,2025-02-14,,C
Z117,2025-02-15,4.0,N
Z117,2025-02-16,1.0,N
Z117,2025-02-17,4.0,N
Z117,2025-02-18,1.0,N
Z117,2025-02-19,7.0,C
Z117,2025-02-20,8.0,C
Z117,2025-02-21,,N
Z117,2025-02-22,5.0,C
Z117,2025-02-23,3.0,C
Z117,2025-02-24,9.0,n
Z117,2025-02-25,6.0,N
Z117,2025-02-26,9.0,N
Z117,2025-02-27,,N
Z117,2025-02-28,4.0,C
Z117,2025-03-01,0.0,C
Z117,2025-03-02,1.0,S
Z117,2025-03-03,1.0,N
Z117,2025-03-04,3.0,C
Z117,2025-03-05,4.0,N
Z117,2025-03-06,9.0,N
Z117,2025-03-07,3.0,
Z117,2025-03-08,2.0,N
Z117,2025-03-09,3.0,N
Z117,2025-03-10,4.0,N
Z117,2025-03-11,2.0,C
Z117,2025-03-12,5.0,n
Z117,2025-03-13,3.0,C
Z117,2025-03-14,1.0,N
Z117,2025-03-15,2.0,N
Z117,2025-03-16,0.0,N
Z117,2025-03-17,9.0,S
Z117,2025-03-18,6.0,C
Z117,2025-03-19,4.0,N
Z117,2025-03-20,6.0,C
Z117,2025-03-21,4.0,C
Z117,2025-03-22,0.0,S
Z117,2025-03-23,2.0,N
Z117,2025-03-24,8.0,N
Z117,2025-03-25,6.0,C
Z117,2025-03-26,6.0,N
Z117,2025-03-27,4.0,N
Z117,2025-03-28,2.0,N
Z117,2025-03-29,9.0,
Z117,2025-03-30,3.0,S
Z117,2025-03-31,3.0,N
Z118,2025-01-01,5.0,N
Z118,2025-01-02,5.0,C
Z118,2025-01-03,6.0,N
Z118,2025-01-04,,N
Z118,2025-01-05,8.0,N
Z118,2025-01-06,7.0,N
Z118,2025-01-07,8.0,N
Z118,2025-01-08,8.0,S
Z118,2025-01-09,2.0,N
Z118,2025-01-10,6.0,N
Z118,2025-01-11,2.0,N
Z118,2025-01-12,4.0,N
Z118,2025-01-13,9.0,C
Z118,2025-01-14,8.0,C
Z118,2025-01-15,7.0,N
Z118,2025-01-16,2.0,
Z118,2025-01-17,5.0,N
Z118,2025-01-18,4.0,N
Z118,2025-01-19,9.0,N
Z118,2025-01-20,3.0,N
Z118,2025-01-21,5.0,N
Z118,2025-01-22,7.0,C
Z118,2025-01-23,7.0,N
Z118,2025-01-24,2.0,N
Z118,2025-01-25,5.0,N
Z118,2025-01-26,0.0,N
Z118,2025-01-27,0.0,N
Z118,2025-01-28,0.0,
Z118,2025-01-29,,N
Z118,2025-01-30,,N
Z118,2025-01-31,8.0,N
Z118,2025-02-01,9.0,C
Z118,2025-02-02,4.0,N
Z118,2025-02-03,6.0,N
Z118,2025-02-04,3.0,n
Z118,2025-02-05,1.0,N
Z118,2025-02-06,5.0,N
Z118,2025-02-07,1.0,N
Z118,2025-02-08,6.0,N
Z118,2025-02-09,3.0,S
Z118,2025-02-10,3.0,N
Z118,2025-02-11,1.0,N
Z118,2025-02-12,8.0,C
Z118,2025-02-13,2.0,N
Z118,2025-02-14,5.0,C
Z118,2025-02-15,9.0,N
Z118,2025-02-16,8.0,C
Z118,2025-02-17,7.0,N
Z118,2025-02-18,8.0,n
Z118,2025-02-19,6.0,N
Z118,2025-02-20,8.0,N
Z118,2025-02-21,9.0,N
Z118,2025-02-22,8.0,N
Z118,2025-02-23,4.0,N
Z118,2025-02-24,6.0,
Z118,2025-02-25,4.0,N
Z118,2025-02-26,0.0,N
Z118,2025-02-27,6.0,N
Z118,2025-02-28,8.0,N
Z118,2025-03-01,4.0,N
Z118,2025-03-02,3.0,N
Z118,2025-03-03,4.0,N
Z118,2025-03-04,3.0,N
Z118,2025-03-05,8.0,N
Z118,2025-03-06,9.0,C
Z118,2025-03-07,7.0,N
Z118,2025-03-08,4.0,s
Z118,2025-03-09,4.0,N
Z118,2025-03-10,4.0,N
Z118,2025-03-11,6.0,N
Z118,2025-03-12,9.0,S
Z118,2025-03-13,6.0,N
Z118,2025-03-14,2.0,N
Z118,2025-03-15,0.0,N
Z118,2025-03-16,7.0,N
Z118,2025-03-17,9.0,
Z118,2025-03-18,3.0,N
Z118,2025-03-19,3.0,S
Z118,2025-03-20,8.0,N
Z118,2025-03-21,6.0,N
Z118,2025-03-22,6.0,N
Z118,2025-03-23,7.0,S
Z118,2025-03-24,0.0,N
Z118,2025-03-25,8.0,N
Z118,2025-03-26,0.0,N
Z118,2025-03-27,9.0,N
Z118,2025-03-28,4.0,N
Z118,2025-03-29,8.0,N
Z118,2025-03-30,2.0,C
Z118,2025-03-31,,N
Z119,2025-01-01,1.0,C
Z119,2025-01-02,6.0,N
Z119,2025-01-03,4.0,N
Z119,2025-01-04,,N
Z119,2025-01-05,4.0,S
Z119,2025-01-06,1.0,S
Z119,2025-01-07,6.0,N
Z119,2025-01-08,6.0,N
Z119,2025-01-09,1.0,N
Z119,2025-01-10,5.0,N
Z119,2025-01-11,4.0,N
Z119,2025-01-12,3.0,N
Z119,2025-01-13,9.0,C
Z119,2025-01-14,7.0,N
Z119,2025-01-15,7.0,S
Z119,2025-01-16,4.0,N
Z119,2025-01-17,3.0,N
Z119,2025-01-18,8.0,N
Z119,2025-01-19,4.0,
Z119,2025-01-20,3.0,C
Z119,2025-01-21,,N
Z119,2025-01-22,5.0,S
Z119,2025-01-23,4.0,N
Z119,2025-01-24,5.0,
Z119,2025-01-25,0.0,C
Z119,2025-01-26,5.0,N
Z119,2025-01-27,,N
Z119,2025-01-28,6.0,C
Z119,2025-01-29,0.0,N
Z119,2025-01-30,2.0,N
Z119,2025-01-31,1.0,N
Z119,2025-02-01,5.0,C
Z119,2025-02-02,,N
Z119,2025-02-03,2.0,N
Z119,2025-02-04,3.0,N
Z119,2025-02-05,5.0,N
Z119,2025-02-06,4.0,N
Z119,2025-02-07,4.0,S
Z119,2025-02-08,,C
Z119,2025-02-09,0.0,C
Z119,2025-02-10,7.0,
Z119,2025-02-11,9.0,N
Z119,2025-02-12,1.0,N
Z119,2025-02-13,5.0,
Z119,2025-02-14,6.0,S
Z119,2025-02-15,9.0,
Z119,2025-02-16,9.0,N
Z119,2025-02-17,,N
Z119,2025-02-18,7.0,
Z119,2025-02-19,0.0,N
Z119,2025-02-20,8.0,N
Z119,2025-02-21,3.0,N
Z119,2025-02-22,,N
Z119,2025-02-23,,N
Z119,2025-02-24,1.0,N
Z119,2025-02-25,9.0,N
Z119,2025-02-26,7.0,c
Z119,2025-02-27,4.0,N
Z119,2025-02-28,6.0,N
Z119,2025-03-01,,S
Z119,2025-03-02,5.0,N
Z119,2025-03-03,6.0,N
Z119,2025-03-04,8.0,
Z119,2025-03-05,5.0,N
Z119,2025-03-06,0.0,N
Z119,2025-03-07,0.0,N
Z119,2025-03-08,0.0,N
Z119,2025-03-09,9.0,n
Z119,2025-03-10,4.0,N
Z119,2025-03-11,5.0,N
Z119,2025-03-12,5.0,C
Z119,2025-03-13,8.0,S
Z119,2025-03-14,9.0,N
Z119,2025-03-15,0.0,N
Z119,2025-03-16,2.0,C
Z119,2025-03-17,3.0,N
Z119,2025-03-18,8.0,N
Z119,2025-03-19,0.0,
Z119,2025-03-20,7.0,N
Z119,2025-03-21,2.0,N
Z119,2025-03-22,7.0,N
Z119,2025-03-23,1.0,S
Z119,2025-03-24,5.0,N
Z119,2025-03-25,1.0,N
Z119,2025-03-26,6.0,C
Z119,2025-03-27,5.0,C
Z119,2025-03-28,6.0,N
Z119,2025-03-29,8.0,N
Z119,2025-03-30,9.0,
Z119,2025-03-31,8.0,N
Z120,2025-01-01,5.0,C
Z120,2025-01-02,7.0,C
Z120,2025-01-03,,
Z120,2025-01-04,5.0,N
Z120,2025-01-05,9.0,N
Z120,2025-01-06,,S
Z120,2025-01-07,4.0,N
Z120,2025-01-08,4.0,
Z120,2025-01-09,3.0,N
Z120,2025-01-10,8.0,N
Z120,2025-01-11,1.0,
Z120,2025-01-12,6.0,N
Z120,2025-01-13,5.0,N
Z120,2025-01-14,2.0,N
Z120,2025-01-15,6.0,N
Z120,2025-01-16,7.0,S
Z120,2025-01-17,3.0,N
Z120,2025-01-18,7.0,S
Z120,2025-01-19,5.0,C
Z120,2025-01-20,4.0,
Z120,2025-01-21,7.0,N
Z120,2025-01-22,5.0,C
Z120,2025-01-23,9.0,N
Z120,2025-01-24,7.0,C
Z120,2025-01-25,5.0,N
Z120,2025-01-26,3.0,N
Z120,2025-01-27,1.0,N
Z120,2025-01-28,,
Z120,2025-01-29,6.0,N
Z120,2025-01-30,,
Z120,2025-01-31,5.0,N
Z120,2025-02-01,8.0,N
Z120,2025-02-02,4.0,N
Z120,2025-02-03,8.0,S
Z120,2025-02-04,0.0,C
Z120,2025-02-05,2.0,N
Z120,2025-02-06,4.0,N
Z120,2025-02-07,6.0,N
Z120,2025-02-08,4.0,C
Z120,2025-02-09,3.0,C
Z120,2025-02-10,4.0,N
Z120,2025-02-11,0.0,N
Z120,2025-02-12,4.0,N
Z120,2025-02-13,8.0,N
Z120,2025-02-14,2.0,N
Z120,2025-02-15,9.0,
Z120,2025-02-16,5.0,N
Z120,2025-02-17,,N
Z120,2025-02-18,5.0,N
Z120,2025-02-19,9.0,N
Z120,2025-02-20,5.0,N
Z120,2025-02-21,5.0,N
Z120,2025-02-22,6.0,S
Z120,2025-02-23,5.0,N
Z120,2025-02-24,7.0,N
Z120,2025-02-25,1.0,n
Z120,2025-02-26,7.0,S
Z120,2025-02-27,,
Z120,2025-02-28,,N
Z120,2025-03-01,,N
Z120,2025-03-02,4.0,N
Z120,2025-03-03,2.0,N
Z120,2025-03-04,2.0,N
Z120,2025-03-05,8.0,S
Z120,2025-03-06,4.0,C
Z120,2025-03-07,9.0,C
Z120,2025-03-08,6.0,S
Z120,2025-03-09,1.0,N
Z120,2025-03-10,5.0,N
Z120,2025-03-11,0.0,N
Z120,2025-03-12,7.0,N
Z120,2025-03-13,0.0,N
Z120,2025-03-14,,N
Z120,2025-03-15,5.0,S
Z120,2025-03-16,7.0,N
Z120,2025-03-17,9.0,N
Z120,2025-03-18,0.0,N
Z120,2025-03-19,9.0,
Z120,2025-03-20,3.0,N
Z120,2025-03-21,2.0,N
Z120,2025-03-22,0.0,N
Z120,2025-03-23,4.0,
Z120,2025-03-24,7.0,N
Z120,2025-03-25,,N
Z120,2025-03-26,,C
Z120,2025-03-27,4.0,
Z120,2025-03-28,4.0,N
Z120,2025-03-29,,N
Z120,2025-03-30,5.0,C
Z120,2025-03-31,2.0,N
Z121,2025-01-01,6.0,N
Z121,2025-01-02,,N
Z121,2025-01-03,1.0,N
Z121,2025-01-04,6.0,
Z121,2025-01-05,1.0,C
Z121,2025-01-06,1.0,N
Z121,2025-01-07,9.0,N
Z121,2025-01-08,6.0,
Z121,2025-01-09,9.0,N
Z121,2025-01-10,3.0,S
Z121,2025-01-11,8.0,C
Z121,2025-01-12,6.0,N
Z121,2025-01-13,9.0,S
Z121,2025-01-14,9.0,N
Z121,2025-01-15,5.0,N
Z121,2025-01-16,3.0,N
Z121,2025-01-17,7.0,N
Z121,2025-01-18,4.0,N
Z121,2025-01-19,7.0,C
Z121,2025-01-20,7.0,N
Z121,2025-01-21,,N
Z121,2025-01-22,8.0,N
Z121,2025-01-23,6.0,N
Z121,2025-01-24,9.0,
Z121,2025-01-25,6.0,N
Z121,2025-01-26,5.0,S
Z121,2025-01-27,8.0,
Z121,2025-01-28,7.0,N
Z121,2025-01-29,0.0,N
Z121,2025-01-30,7.0,N
Z121,2025-01-31,1.0,N
Z121,2025-02-01,8.0,N
Z121,2025-02-02,5.0,S
Z121,2025-02-03,4.0,N
Z121,2025-02-04,6.0,S
Z121,2025-02-05,3.0,C
Z121,2025-02-06,8.0,C
Z121,2025-02-07,9.0,N
Z121,2025-02-08,7.0,N
Z121,2025-02-09,0.0,N
Z121,2025-02-10,0.0,N
Z121,2025-02-11,2.0,N
Z121,2025-02-12,7.0,C
Z121,2025-02-13,,C
Z121,2025-02-14,,C
