zone_id,date,traffic_congestion
Z090,2025-02-03,M
Z090,2025-02-04,
Z090,2025-02-05,L
Z090,2025-02-06,M
Z090,2025-02-07,L
Z090,2025-02-08,H
Z090,2025-02-09,H
Z090,2025-02-10,L
Z090,2025-02-11,L
Z090,2025-02-12,M
Z090,2025-02-13,L
Z090,2025-02-14,M
Z090,2025-02-15,M
Z090,2025-02-16,M
Z090,2025-02-17,L
Z090,2025-02-18,
Z090,2025-02-19,H
Z090,2025-02-20,L
Z090,2025-02-21,M
Z090,2025-02-22,L
Z090,2025-02-23,L
Z090,2025-02-24,H
Z090,2025-02-25,M
Z090,2025-02-26,M
Z090,2025-02-27,L
Z090,2025-02-28,L
Z090,2025-03-01,L
Z090,2025-03-02,L
Z090,2025-03-03,M
Z090,2025-03-04,M
Z090,2025-03-05,H
Z090,2025-03-06,H
Z090,2025-03-07,L
Z090,2025-03-08,L
Z090,2025-03-09,L
Z090,2025-03-10,H
Z090,2025-03-11,L
Z090,2025-03-12,M
Z090,2025-03-13,M
Z090,2025-03-14,L
Z090,2025-03-15,M
Z090,2025-03-16,L
Z090,2025-03-17,
Z090,2025-03-18,H
Z090,2025-03-19,M
Z090,2025-03-20,H
Z090,2025-03-21,L
Z090,2025-03-22,L
Z090,2025-03-23,M
Z090,2025-03-24,L
Z090,2025-03-25,L
Z090,2025-03-26,M
Z090,2025-03-27,M
Z090,2025-03-28,H
Z090,2025-03-29,M
Z090,2025-03-30,M
Z090,2025-03-31,M
Z091,2025-01-01,M
Z091,2025-01-02,M
Z091,2025-01-03,M
Z091,2025-01-04,L
Z091,2025-01-05,H
Z091,2025-01-06,L
Z091,2025-01-07,M
Z091,2025-01-08,M
Z091,2025-01-09,H
Z091,2025-01-10,H
Z091,2025-01-11,M
Z091,2025-01-12,L
Z091,2025-01-13,M
Z091,2025-01-14,M
Z091,2025-01-15,H
Z091,2025-01-16,M
Z091,2025-01-17,L
Z091,2025-01-18,
Z091,2025-01-19,H
Z091,2025-01-20,M
Z091,2025-01-21,M
Z091,2025-01-22,M
Z091,2025-01-23,H
Z091,2025-01-24,M
Z091,2025-01-25,L
Z091,2025-01-26,L
Z091,2025-01-27,H
Z091,2025-01-28,L
Z091,2025-01-29,L
Z091,2025-01-30,L
Z091,2025-01-31,H
Z091,2025-02-01,L
Z091,2025-02-02,
Z091,2025-02-03,M
Z091,2025-02-04,L
Z091,2025-02-05,M
Z091,2025-02-06,L
Z091,2025-02-07,M
Z091,2025-02-08,
Z091,2025-02-09,M
Z091,2025-02-10,L
Z091,2025-02-11,H
Z091,2025-02-12,
Z091,2025-02-13,L
Z091,2025-02-14,
Z091,2025-02-15,M
Z091,2025-02-16,
Z091,2025-02-17,H
Z091,2025-02-18,M
Z091,2025-02-19,L
Z091,2025-02-20,M
Z091,2025-02-21,L
Z091,2025-02-22,L
Z091,2025-02-23,M
Z091,2025-02-24,M
Z091,2025-02-25,L
Z091,2025-02-26,H
Z091,2025-02-27,L
Z091,2025-02-28,L
Z091,2025-03-01,L
Z091,2025-03-02,L
Z091,2025-03-03,
Z091,2025-03-04,L
Z091,2025-03-05,H
Z091,2025-03-06,H
Z091,2025-03-07,L
Z091,2025-03-08,M
Z091,2025-03-09,L
Z091,2025-03-10,H
Z091,2025-03-11,H
Z091,2025-03-12,M
Z091,2025-03-13,H
Z091,2025-03-14,L
Z091,2025-03-15,L
Z091,2025-03-16,l
Z091,2025-03-17,L
Z091,2025-03-18,H
Z091,2025-03-19,L
Z091,2025-03-20,M
Z091,2025-03-21,M
Z091,2025-03-22,L
Z091,2025-03-23,M
Z091,2025-03-24,
Z091,2025-03-25,L
Z091,2025-03-26,L
Z091,2025-03-27,H
Z091,2025-03-28,M
Z091,2025-03-29,H
Z091,2025-03-30,L
Z091,2025-03-31,M
Z092,2025-01-01,M
Z092,2025-01-02,L
Z092,2025-01-03,L
Z092,2025-01-04,L
Z092,2025-01-05,M
Z092,2025-01-06,H
Z092,2025-01-07,H
Z092,2025-01-08,L
Z092,2025-01-09,H
Z092,2025-01-10,H
Z092,2025-01-11,M
Z092,2025-01-12,M
Z092,2025-01-13,M
Z092,2025-01-14,H
Z092,2025-01-15,M
Z092,2025-01-16,H
Z092,2025-01-17,M
Z092,2025-01-18,L
Z092,2025-01-19,L
Z092,2025-01-20,L
Z092,2025-01-21,
Z092,2025-01-22,H
Z092,2025-01-23,M
Z092,2025-01-24,L
Z092,2025-01-25,M
Z092,2025-01-26,L
Z092,2025-01-27,M
Z092,2025-01-28,L
Z092,2025-01-29,M
Z092,2025-01-30,L
Z092,2025-01-31,M
Z092,2025-02-01,H
Z092,2025-02-02,M
Z092,2025-02-03,L
Z092,2025-02-04,H
Z092,2025-02-05,M
Z092,2025-02-06,H
Z092,2025-02-07,M
Z092,2025-02-08,H
Z092,2025-02-09,M
Z092,2025-02-10,H
Z092,2025-02-11,M
Z092,2025-02-12,L
Z092,2025-02-13,H
Z092,2025-02-14,M
Z092,2025-02-15,L
Z092,2025-02-16,H
Z092,2025-02-17,L
Z092,2025-02-18,M
Z092,2025-02-19,M
Z092,2025-02-20,M
Z092,2025-02-21,M
Z092,2025-02-22,L
Z092,2025-02-23,M
Z092,2025-02-24,M
Z092,2025-02-25,L
Z092,2025-02-26,L
Z092,2025-02-27,L
Z092,2025-02-28,M
Z092,2025-03-01,L
Z092,2025-03-02,H
Z092,2025-03-03,H
Z092,2025-03-04,
Z092,2025-03-05,L
Z092,2025-03-06,M
Z092,2025-03-07,M
Z092,2025-03-08,H
Z092,2025-03-09,M
Z092,2025-03-10,M
Z092,2025-03-11,M
Z092,2025-03-12,H
Z092,2025-03-13,H
Z092,2025-03-14,L
Z092,2025-03-15,H
Z092,2025-03-16,M
Z092,2025-03-17,H
Z092,2025-03-18,M
Z092,2025-03-19,H
Z092,2025-03-20,M
Z092,2025-03-21,M
Z092,2025-03-22,M
Z092,2025-03-23,
Z092,2025-03-24,L
Z092,2025-03-25,L
Z092,2025-03-26,
Z092,2025-03-27,M
Z092,2025-03-28,H
Z092,2025-03-29,M
Z092,2025-03-30,L
Z092,2025-03-31,
Z093,2025-01-01,M
Z093,2025-01-02,H
Z093,2025-01-03,M
Z093,2025-01-04,L
Z093,2025-01-05,M
Z093,2025-01-06,L
Z093,2025-01-07,L
Z093,2025-01-08,M
Z093,2025-01-09,M
Z093,2025-01-10,L
Z093,2025-01-11,
Z093,2025-01-12,M
Z093,2025-01-13,M
Z093,2025-01-14,L
Z093,2025-01-15,
Z093,2025-01-16,L
Z093,2025-01-17,H
Z093,2025-01-18,M
Z093,2025-01-19,L
Z093,2025-01-20,
Z093,2025-01-21,L
Z093,2025-01-22,M
Z093,2025-01-23,L
Z093,2025-01-24,M
Z093,2025-01-25,M
Z093,2025-01-26,H
Z093,2025-01-27,H
Z093,2025-01-28,
Z093,2025-01-29,M
Z093,2025-01-30,M
Z093,2025-01-31,H
Z093,2025-02-01,M
Z093,2025-02-02,M
Z093,2025-02-03,H
Z093,2025-02-04,L
Z093,2025-02-05,M
Z093,2025-02-06,M
Z093,2025-02-07,L
Z093,2025-02-08,M
Z093,2025-02-09,H
Z093,2025-02-10,H
Z093,2025-02-11,L
Z093,2025-02-12,L
Z093,2025-02-13,L
Z093,2025-02-14,L
Z093,2025-02-15,M
Z093,2025-02-16,H
Z093,2025-02-17,L
Z093,2025-02-18,H
Z093,2025-02-19,H
Z093,2025-02-20,M
Z093,2025-02-21,M
Z093,2025-02-22,L
Z093,2025-02-23,L
Z093,2025-02-24,H
Z093,2025-02-25,L
Z093,2025-02-26,L
Z093,2025-02-27,L
Z093,2025-02-28,L
Z093,2025-03-01,H
Z093,2025-03-02,
Z093,2025-03-03,H
Z093,2025-03-04,H
Z093,2025-03-05,L
Z093,2025-03-06,H
Z093,2025-03-07,M
Z093,2025-03-08,L
Z093,2025-03-09,
Z093,2025-03-10,M
Z093,2025-03-11,M
Z093,2025-03-12,
Z093,2025-03-13,M
Z093,2025-03-14,L
Z093,2025-03-15,L
Z093,2025-03-16,M
Z093,2025-03-17,M
Z093,2025-03-18,H
Z093,2025-03-19,L
Z093,2025-03-20,M
Z093,2025-03-21,M
Z093,2025-03-22,H
Z093,2025-03-23,M
Z093,2025-03-24,M
Z093,2025-03-25,H
Z093,2025-03-26,M
Z093,2025-03-27,M
Z093,2025-03-28,L
Z093,2025-03-29,M
Z093,2025-03-30,L
Z093,2025-03-31,L
Z094,2025-01-01,M
Z094,2025-01-02,M
Z094,2025-01-03,M
Z094,2025-01-04,H
Z094,2025-01-05,
Z094,2025-01-06,M
Z094,2025-01-07,H
Z094,2025-01-08,H
Z094,2025-01-09,M
Z094,2025-01-10,M
Z094,2025-01-11,M
Z094,2025-01-12,H
Z094,2025-01-13,M
Z094,2025-01-14,L
Z094,2025-01-15,L
Z094,2025-01-16,H
Z094,2025-01-17,M
Z094,2025-01-18,M
Z094,2025-01-19,M
Z094,2025-01-20,L
Z094,2025-01-21,H
Z094,2025-01-22,H
Z094,2025-01-23,H
Z094,2025-01-24,M
Z094,2025-01-25,L
Z094,2025-01-26,M
Z094,2025-01-27,M
Z094,2025-01-28,H
Z094,2025-01-29,L
Z094,2025-01-30,m
Z094,2025-01-31,M
Z094,2025-02-01,L
Z094,2025-02-02,H
Z094,2025-02-03,H
Z094,2025-02-04,L
Z094,2025-02-05,M
Z094,2025-02-06,M
Z094,2025-02-07,L
Z094,2025-02-08,H
Z094,2025-02-09,M
Z094,2025-02-10,M
Z094,2025-02-11,L
Z094,2025-02-12,M
Z094,2025-02-13,L
Z094,2025-02-14,M
Z094,2025-02-15,M
Z094,2025-02-16,M
Z094,2025-02-17,L
Z094,2025-02-18,L
Z094,2025-02-19,H
Z094,2025-02-20,H
Z094,2025-02-21,H
Z094,2025-02-22,M
Z094,2025-02-23,M
Z094,2025-02-24,L
Z094,2025-02-25,L
Z094,2025-02-26,L
Z094,2025-02-27,H
Z094,2025-02-28,L
Z094,2025-03-01,L
Z094,2025-03-02,M
Z094,2025-03-03,M
Z094,2025-03-04,H
Z094,2025-03-05,L
Z094,2025-03-06,H
Z094,2025-03-07,L
Z094,2025-03-08,L
Z094,2025-03-09,M
Z094,2025-03-10,M
Z094,2025-03-11,M
Z094,2025-03-12,L
Z094,2025-03-13,M
Z094,2025-03-14,L
Z094,2025-03-15,M
Z094,2025-03-16,H
Z094,2025-03-17,L
Z094,2025-03-18,L
Z094,2025-03-19,L
Z094,2025-03-20,M
Z094,2025-03-21,M
Z094,2025-03-22,L
Z094,2025-03-23,M
Z094,2025-03-24,M
Z094,2025-03-25,M
Z094,2025-03-26,M
Z094,2025-03-27,M
Z094,2025-03-28,H
Z094,2025-03-29,L
Z094,2025-03-30,L
Z094,2025-03-31,M
Z095,2025-01-01,
Z095,2025-01-02,M
Z095,2025-01-03,
Z095,2025-01-04,M
Z095,2025-01-05,L
Z095,2025-01-06,H
Z095,2025-01-07,L
Z095,2025-01-08,L
Z095,2025-01-09,
Z095,2025-01-10,L
Z095,2025-01-11,L
Z095,2025-01-12,M
Z095,2025-01-13,M
Z095,2025-01-14,L
Z095,2025-01-15,M
Z095,2025-01-16,M
Z095,2025-01-17,M
Z095,2025-01-18,M
Z095,2025-01-19,H
Z095,2025-01-20,H
Z095,2025-01-21,L
Z095,2025-01-22,L
Z095,2025-01-23,L
Z095,2025-01-24,L
Z095,2025-01-25,M
Z095,2025-01-26,L
Z095,2025-01-27,L
Z095,2025-01-28,H
Z095,2025-01-29,M
Z095,2025-01-30,M
Z095,2025-01-31,L
Z095,2025-02-01,M
Z095,2025-02-02,M
Z095,2025-02-03,M
Z095,2025-02-04,L
Z095,2025-02-05,H
Z095,2025-02-06,M
Z095,2025-02-07,
Z095,2025-02-08,L
Z095,2025-02-09,
Z095,2025-02-10,L
Z095,2025-02-11,M
Z095,2025-02-12,L
Z095,2025-02-13,M
Z095,2025-02-14,H
Z095,2025-02-15,H
Z095,2025-02-16,M
Z095,2025-02-17,L
Z095,2025-02-18,M
Z095,2025-02-19,L
Z095,2025-02-20,L
Z095,2025-02-21,H
Z095,2025-02-22,H
Z095,2025-02-23,M
Z095,2025-02-24,M
Z095,2025-02-25,M
Z095,2025-02-26,
Z095,2025-02-27,M
Z095,2025-02-28,H
Z095,2025-03-01,H
Z095,2025-03-02,M
Z095,2025-03-03,L
Z095,2025-03-04,M
Z095,2025-03-05,H
Z095,2025-03-06,H
Z095,2025-03-07,L
Z095,2025-03-08,H
Z095,2025-03-09,L
Z095,2025-03-10,M
Z095,2025-03-11,
Z095,2025-03-12,L
Z095,2025-03-13,M
Z095,2025-03-14,L
Z095,2025-03-15,M
Z095,2025-03-16,L
Z095,2025-03-17,H
Z095,2025-03-18,L
Z095,2025-03-19,M
Z095,2025-03-20,L
Z095,2025-03-21,L
Z095,2025-03-22,L
Z095,2025-03-23,L
Z095,2025-03-24,M
Z095,2025-03-25,M
Z095,2025-03-26,
Z095,2025-03-27,L
Z095,2025-03-28,M
Z095,2025-03-29,L
Z095,2025-03-30,L
Z095,2025-03-31,
Z096,2025-01-01,H
Z096,2025-01-02,L
Z096,2025-01-03,M
Z096,2025-01-04,M
Z096,2025-01-05,L
Z096,2025-01-06,M
Z096,2025-01-07,M
Z096,2025-01-08,L
Z096,2025-01-09,M
Z096,2025-01-10,L
Z096,2025-01-11,
Z096,2025-01-12,L
Z096,2025-01-13,L
Z096,2025-01-14,M
Z096,2025-01-15,
Z096,2025-01-16,
Z096,2025-01-17,M
Z096,2025-01-18,M
Z096,2025-01-19,
Z096,2025-01-20,H
Z096,2025-01-21,M
Z096,2025-01-22,M
Z096,2025-01-23,L
Z096,2025-01-24,M
Z096,2025-01-25,M
Z096,2025-01-26,M
Z096,2025-01-27,H
Z096,2025-01-28,L
Z096,2025-01-29,L
Z096,2025-01-30,H
Z096,2025-01-31,M
Z096,2025-02-01,M
Z096,2025-02-02,L
Z096,2025-02-03,H
Z096,2025-02-04,L
Z096,2025-02-05,M
Z096,2025-02-06,M
Z096,2025-02-07,M
Z096,2025-02-08,L
Z096,2025-02-09,M
Z096,2025-02-10,H
Z096,2025-02-11,L
Z096,2025-02-12,H
Z096,2025-02-13,L
Z096,2025-02-14,
Z096,2025-02-15,M
Z096,2025-02-16,M
Z096,2025-02-17,L
Z096,2025-02-18,H
Z096,2025-02-19,H
Z096,2025-02-20,M
Z096,2025-02-21,H
Z096,2025-02-22,L
Z096,2025-02-23,H
Z096,2025-02-24,L
Z096,2025-02-25,H
Z096,2025-02-26,M
Z096,2025-02-27,M
Z096,2025-02-28,M
Z096,2025-03-01,M
Z096,2025-03-02,M
Z096,2025-03-03,L
Z096,2025-03-04,M
Z096,2025-03-05,M
Z096,2025-03-06,H
Z096,2025-03-07,M
Z096,2025-03-08,
Z096,2025-03-09,L
Z096,2025-03-10,M
Z096,2025-03-11,l
Z096,2025-03-12,M
Z096,2025-03-13,M
Z096,2025-03-14,L
Z096,2025-03-15,M
Z096,2025-03-16,H
Z096,2025-03-17,
Z096,2025-03-18,L
Z096,2025-03-19,M
Z096,2025-03-20,
Z096,2025-03-21,M
Z096,2025-03-22,L
Z096,2025-03-23,M
Z096,2025-03-24,M
Z096,2025-03-25,M
Z096,2025-03-26,H
Z096,2025-03-27,L
Z096,2025-03-28,M
Z096,2025-03-29,M
Z096,2025-03-30,L
Z096,2025-03-31,L
Z097,2025-01-01,L
Z097,2025-01-02,M
Z097,2025-01-03,M
Z097,2025-01-04,L
Z097,2025-01-05,M
Z097,2025-01-06,L
Z097,2025-01-07,L
Z097,2025-01-08,L
Z097,2025-01-09,M
Z097,2025-01-10,M
Z097,2025-01-11,M
Z097,2025-01-12,H
Z097,2025-01-13,H
Z097,2025-01-14,M
Z097,2025-01-15,L
Z097,2025-01-16,L
Z097,2025-01-17,H
Z097,2025-01-18,M
Z097,2025-01-19,M
Z097,2025-01-20,
Z097,2025-01-21,M
Z097,2025-01-22,H
Z097,2025-01-23,M
Z097,2025-01-24,L
Z097,2025-01-25,L
Z097,2025-01-26,M
Z097,2025-01-27,L
Z097,2025-01-28,
Z097,2025-01-29,
Z097,2025-01-30,L
Z097,2025-01-31,H
Z097,2025-02-01,L
Z097,2025-02-02,M
Z097,2025-02-03,M
Z097,2025-02-04,H
Z097,2025-02-05,H
Z097,2025-02-06,M
Z097,2025-02-07,M
Z097,2025-02-08,L
Z097,2025-02-09,M
Z097,2025-02-10,L
Z097,2025-02-11,M
Z097,2025-02-12,
Z097,2025-02-13,M
Z097,2025-02-14,H
Z097,2025-02-15,L
Z097,2025-02-16,H
Z097,2025-02-17,M
Z097,2025-02-18,L
Z097,2025-02-19,M
Z097,2025-02-20,L
Z097,2025-02-21,H
Z097,2025-02-22,H
Z097,2025-02-23,M
Z097,2025-02-24,H
Z097,2025-02-25,L
Z097,2025-02-26,L
Z097,2025-02-27,L
Z097,2025-02-28,L
Z097,2025-03-01,M
Z097,2025-03-02,L
Z097,2025-03-03,H
Z097,2025-03-04,M
Z097,2025-03-05,L
Z097,2025-03-06,M
Z097,2025-03-07,L
Z097,2025-03-08,M
Z097,2025-03-09,M
Z097,2025-03-10,H
Z097,2025-03-11,
Z097,2025-03-12,M
Z097,2025-03-13,M
Z097,2025-03-14,L
Z097,2025-03-15,H
Z097,2025-03-16,M
Z097,2025-03-17,L
Z097,2025-03-18,M
Z097,2025-03-19,H
Z097,2025-03-20,M
Z097,2025-03-21,M
Z097,2025-03-22,M
Z097,2025-03-23,
Z097,2025-03-24,M
Z097,2025-03-25,M
Z097,2025-03-26,L
Z097,2025-03-27,L
Z097,2025-03-28,M
Z097,2025-03-29,L
Z097,2025-03-30,M
Z097,2025-03-31,M
Z098,2025-01-01,
Z098,2025-01-02,H
Z098,2025-01-03,H
Z098,2025-01-04,M
Z098,2025-01-05,
Z098,2025-01-06,M
Z098,2025-01-07,M
Z098,2025-01-08,l
Z098,2025-01-09,L
Z098,2025-01-10,M
Z098,2025-01-11,H
Z098,2025-01-12,H
Z098,2025-01-13,M
Z098,2025-01-14,L
Z098,2025-01-15,L
Z098,2025-01-16,
Z098,2025-01-17,
Z098,2025-01-18,H
Z098,2025-01-19,L
Z098,2025-01-20,M
Z098,2025-01-21,L
Z098,2025-01-22,H
Z098,2025-01-23,L
Z098,2025-01-24,M
Z098,2025-01-25,M
Z098,2025-01-26,M
Z098,2025-01-27,M
Z098,2025-01-28,M
Z098,2025-01-29,
Z098,2025-01-30,L
Z098,2025-01-31,M
Z098,2025-02-01,H
Z098,2025-02-02,
Z098,2025-02-03,L
Z098,2025-02-04,L
Z098,2025-02-05,H
Z098,2025-02-06,M
Z098,2025-02-07,L
Z098,2025-02-08,L
Z098,2025-02-09,L
Z098,2025-02-10,M
Z098,2025-02-11,M
Z098,2025-02-12,M
Z098,2025-02-13,L
Z098,2025-02-14,L
Z098,2025-02-15,L
Z098,2025-02-16,L
Z098,2025-02-17,L
Z098,2025-02-18,L
Z098,2025-02-19,L
Z098,2025-02-20,M
Z098,2025-02-21,L
Z098,2025-02-22,L
Z098,2025-02-23,M
Z098,2025-02-24,M
Z098,2025-02-25,M
Z098,2025-02-26,L
Z098,2025-02-27,H
Z098,2025-02-28,L
Z098,2025-03-01,H
Z098,2025-03-02,M
Z098,2025-03-03,M
Z098,2025-03-04,L
Z098,2025-03-05,M
Z098,2025-03-06,H
Z098,2025-03-07,H
Z098,2025-03-08,
Z098,2025-03-09,L
Z098,2025-03-10,M
Z098,2025-03-11,M
Z098,2025-03-12,L
Z098,2025-03-13,M
Z098,2025-03-14,
Z098,2025-03-15,M
Z098,2025-03-16,M
Z098,2025-03-17,
Z098,2025-03-18,M
Z098,2025-03-19,H
Z098,2025-03-20,L
Z098,2025-03-21,L
Z098,2025-03-22,H
Z098,2025-03-23,L
Z098,2025-03-24,L
Z098,2025-03-25,
Z098,2025-03-26,M
Z098,2025-03-27,M
Z098,2025-03-28,H
Z098,2025-03-29,M
Z098,2025-03-30,L
Z098,2025-03-31,L
Z099,2025-01-01,M
Z099,2025-01-02,
Z099,2025-01-03,L
Z099,2025-01-04,M
Z099,2025-01-05,M
Z099,2025-01-06,M
Z099,2025-01-07,H
Z099,2025-01-08,l
Z099,2025-01-09,L
Z099,2025-01-10,h
Z099,2025-01-11,M
Z099,2025-01-12,L
Z099,2025-01-13,L
Z099,2025-01-14,M
Z099,2025-01-15,L
Z099,2025-01-16,
Z099,2025-01-17,H
Z099,2025-01-18,M
Z099,2025-01-19,L
Z099,2025-01-20,H
Z099,2025-01-21,M
Z099,2025-01-22,H
Z099,2025-01-23,
Z099,2025-01-24,M
Z099,2025-01-25,H
Z099,2025-01-26,M
Z099,2025-01-27,L
Z099,2025-01-28,L
Z099,2025-01-29,L
Z099,2025-01-30,L
Z099,2025-01-31,M
Z099,2025-02-01,L
Z099,2025-02-02,M
Z099,2025-02-03,H
Z099,2025-02-04,M
Z099,2025-02-05,M
Z099,2025-02-06,L
Z099,2025-02-07,L
Z099,2025-02-08,L
Z099,2025-02-09,L
Z099,2025-02-10,M
Z099,2025-02-11,H
Z099,2025-02-12,M
Z099,2025-02-13,L
Z099,2025-02-14,
Z099,2025-02-15,L
Z099,2025-02-16,L
Z099,2025-02-17,H
Z099,2025-02-18,M
Z099,2025-02-19,L
Z099,2025-02-20,L
Z099,2025-02-21,L
Z099,2025-02-22,M
Z099,2025-02-23,M
Z099,2025-02-24,L
Z099,2025-02-25,M
Z099,2025-02-26,L
Z099,2025-02-27,L
Z099,2025-02-28,
Z099,2025-03-01,M
Z099,2025-03-02,H
Z099,2025-03-03,L
Z099,2025-03-04,M
Z099,2025-03-05,M
Z099,2025-03-06,M
Z099,2025-03-07,M
Z099,2025-03-08,H
Z099,2025-03-09,M
Z099,2025-03-10,L
Z099,2025-03-11,H
Z099,2025-03-12,L
Z099,2025-03-13,M
Z099,2025-03-14,M
Z099,2025-03-15,L
Z099,2025-03-16,L
Z099,2025-03-17,M
Z099,2025-03-18,L
Z099,2025-03-19,H
Z099,2025-03-20,M
Z099,2025-03-21,M
Z099,2025-03-22,M
Z099,2025-03-23,M
Z099,2025-03-24,L
Z099,2025-03-25,M
Z099,2025-03-26,L
Z099,2025-03-27,H
Z099,2025-03-28,M
Z099,2025-03-29,M
Z099,2025-03-30,H
Z099,2025-03-31,L
Z100,2025-01-01,L
Z100,2025-01-02,M
Z100,2025-01-03,h
Z100,2025-01-04,H
Z100,2025-01-05,H
Z100,2025-01-06,M
Z100,2025-01-07,M
Z100,2025-01-08,H
Z100,2025-01-09,
Z100,2025-01-10,M
Z100,2025-01-11,M
Z100,2025-01-12,L
Z100,2025-01-13,M
Z100,2025-01-14,M
Z100,2025-01-15,M
Z100,2025-01-16,L
Z100,2025-01-17,L
Z100,2025-01-18,L
Z100,2025-01-19,M
Z100,2025-01-20,M
Z100,2025-01-21,M
Z100,2025-01-22,H
Z100,2025-01-23,M
Z100,2025-01-24,L
Z100,2025-01-25,L
Z100,2025-01-26,L
Z100,2025-01-27,M
Z100,2025-01-28,L
Z100,2025-01-29,M
Z100,2025-01-30,M
Z100,2025-01-31,L
Z100,2025-02-01,L
Z100,2025-02-02,M
Z100,2025-02-03,M
Z100,2025-02-04,L
Z100,2025-02-05,H
Z100,2025-02-06,L
Z100,2025-02-07,L
Z100,2025-02-08,L
Z100,2025-02-09,L
Z100,2025-02-10,H
Z100,2025-02-11,M
Z100,2025-02-12,M
Z100,2025-02-13,L
Z100,2025-02-14,M
Z100,2025-02-15,H
Z100,2025-02-16,L
Z100,2025-02-17,M
Z100,2025-02-18,H
Z100,2025-02-19,L
Z100,2025-02-20,M
Z100,2025-02-21,M
Z100,2025-02-22,H
Z100,2025-02-23,L
Z100,2025-02-24,H
Z100,2025-02-25,L
Z100,2025-02-26,L
Z100,2025-02-27,L
Z100,2025-02-28,H
Z100,2025-03-01,L
Z100,2025-03-02,L
Z100,2025-03-03,
Z100,2025-03-04,L
Z100,2025-03-05,L
Z100,2025-03-06,L
Z100,2025-03-07,H
Z100,2025-03-08,M
Z100,2025-03-09,M
Z100,2025-03-10,L
Z100,2025-03-11,H
Z100,2025-03-12,L
Z100,2025-03-13,L
Z100,2025-03-14,L
Z100,2025-03-15,H
Z100,2025-03-16,L
Z100,2025-03-17,H
Z100,2025-03-18,M
Z100,2025-03-19,H
Z100,2025-03-20,M
Z100,2025-03-21,M
Z100,2025-03-22,L
Z100,2025-03-23,M
Z100,2025-03-24,l
Z100,2025-03-25,L
Z100,2025-03-26,L
Z100,2025-03-27,L
Z100,2025-03-28,M
Z100,2025-03-29,M
Z100,2025-03-30,H
Z100,2025-03-31,H
Z101,2025-01-01,M
Z101,2025-01-02,L
Z101,2025-01-03,L
Z101,2025-01-04,l
Z101,2025-01-05,M
Z101,2025-01-06,L
Z101,2025-01-07,M
Z101,2025-01-08,L
Z101,2025-01-09,M
Z101,2025-01-10,H
Z101,2025-01-11,L
Z101,2025-01-12,M
Z101,2025-01-13,L
Z101,2025-01-14,M
Z101,2025-01-15,M
Z101,2025-01-16,
Z101,2025-01-17,L
Z101,2025-01-18,H
Z101,2025-01-19,M
Z101,2025-01-20,L
Z101,2025-01-21,M
Z101,2025-01-22,M
Z101,2025-01-23,M
Z101,2025-01-24,M
Z101,2025-01-25,M
Z101,2025-01-26,L
Z101,2025-01-27,M
Z101,2025-01-28,M
Z101,2025-01-29,M
Z101,2025-01-30,L
Z101,2025-01-31,M
Z101,2025-02-01,L
Z101,2025-02-02,L
Z101,2025-02-03,H
Z101,2025-02-04,M
Z101,2025-02-05,M
Z101,2025-02-06,M
Z101,2025-02-07,L
Z101,2025-02-08,H
Z101,2025-02-09,H
Z101,2025-02-10,M
Z101,2025-02-11,L
Z101,2025-02-12,M
Z101,2025-02-13,
Z101,2025-02-14,L
Z101,2025-02-15,l
Z101,2025-02-16,M
Z101,2025-02-17,L
Z101,2025-02-18,
Z101,2025-02-19,H
Z101,2025-02-20,M
Z101,2025-02-21,L
Z101,2025-02-22,L
Z101,2025-02-23,H
Z101,2025-02-24,L
Z101,2025-02-25,H
Z101,2025-02-26,M
Z101,2025-02-27,L
Z101,2025-02-28,L
Z101,2025-03-01,M
Z101,2025-03-02,H
Z101,2025-03-03,L
Z101,2025-03-04,L
Z101,2025-03-05,H
Z101,2025-03-06,H
Z101,2025-03-07,M
Z101,2025-03-08,L
Z101,2025-03-09,M
Z101,2025-03-10,L
Z101,2025-03-11,L
Z101,2025-03-12,H
Z101,2025-03-13,L
Z101,2025-03-14,M
Z101,2025-03-15,L
Z101,2025-03-16,H
Z101,2025-03-17,H
Z101,2025-03-18,M
Z101,2025-03-19,M
Z101,2025-03-20,M
Z101,2025-03-21,L
Z101,2025-03-22,
Z101,2025-03-23,H
Z101,2025-03-24,H
Z101,2025-03-25,L
Z101,2025-03-26,M
Z101,2025-03-27,M
Z101,2025-03-28,L
Z101,2025-03-29,M
Z101,2025-03-30,L
Z101,2025-03-31,M
Z102,2025-01-01,L
Z102,2025-01-02,M
Z102,2025-01-03,L
Z102,2025-01-04,
Z102,2025-01-05,M
Z102,2025-01-06,M
Z102,2025-01-07,H
Z102,2025-01-08,L
Z102,2025-01-09,H
Z102,2025-01-10,
Z102,2025-01-11,L
Z102,2025-01-12,L
Z102,2025-01-13,M
Z102,2025-01-14,M
Z102,2025-01-15,M
Z102,2025-01-16,M
Z102,2025-01-17,M
Z102,2025-01-18,H
Z102,2025-01-19,M
Z102,2025-01-20,H
Z102,2025-01-21,M
Z102,2025-01-22,H
Z102,2025-01-23,
Z102,2025-01-24,L
Z102,2025-01-25,L
Z102,2025-01-26,M
Z102,2025-01-27,L
Z102,2025-01-28,H
Z102,2025-01-29,M
Z102,2025-01-30,M
Z102,2025-01-31,L
Z102,2025-02-01,H
Z102,2025-02-02,H
Z102,2025-02-03,H
